Set_id,View,Rank,Skip,Density,Convg,Root,Rain,Obsv,Year
6/28/2000,40,3,3,4,15,9.9001,10.1,9.65,2000
6/28/2000,40,3,3,4,15,9.7835,10.1,9.65,2000
6/28/2000,50,1,1,4,15,9.8524,10.1,9.65,2000
6/28/2000,50,1,1,4,15,9.8099,10.1,9.65,2000
6/28/2000,50,1,1,4,15,10.1802,10.1,9.65,2000
6/28/2000,50,1,1,4,15,9.7434,10.1,9.65,2000
6/28/2000,50,1,1,4,15,10.1794,10.1,9.65,2000
6/28/2000,50,1,1,4,15,10.1735,10.1,9.65,2000
6/28/2000,50,1,2,4,15,9.8524,10.1,9.65,2000
6/28/2000,50,1,2,4,15,9.8589,10.1,9.65,2000
6/28/2000,50,1,2,4,15,9.7898,10.1,9.65,2000
6/28/2000,50,1,3,4,15,9.8524,10.1,9.65,2000
6/28/2000,50,1,3,4,15,9.8589,10.1,9.65,2000
6/28/2000,50,1,3,4,15,9.7898,10.1,9.65,2000
6/28/2000,40,2,2,4,15,9.7845,10.1,9.65,2000
6/28/2000,80,1,3,5,15,9.747,10.1,9.65,2000
6/27/2000,50,1,3,4,15,10.1755,10.1,9.87,2000
6/27/2000,50,1,2,4,15,10.2476,10.1,9.87,2000
6/27/2000,50,1,2,4,15,10.1495,10.25,9.87,2000
6/27/2000,50,1,2,4,15,10.2476,10.25,9.87,2000
6/27/2000,50,1,2,4,15,10.1737,10.25,9.87,2000
6/27/2000,50,1,3,4,15,10.1755,10.25,9.87,2000
6/27/2000,50,1,3,4,15,10.1495,10.25,9.87,2000
6/27/2000,50,1,3,4,15,10.2476,10.25,9.87,2000
6/27/2000,50,1,3,4,15,10.1737,10.25,9.87,2000
6/27/2000,50,2,1,4,15,10.1753,10.25,9.87,2000
6/27/2000,50,2,1,4,15,10.1396,10.25,9.87,2000
6/27/2000,50,2,1,4,15,10.2279,10.25,9.87,2000
6/27/2000,50,2,1,4,15,10.1737,10.25,9.87,2000
6/27/2000,50,2,2,4,15,10.1754,10.25,9.87,2000
6/27/2000,50,2,2,4,15,10.1396,10.25,9.87,2000
6/27/2000,50,1,2,4,15,10.1755,10.25,9.87,2000
6/27/2000,50,2,2,4,15,10.2279,10.25,9.87,2000
6/27/2000,50,2,3,4,15,10.1754,10.25,9.87,2000
6/27/2000,50,2,3,4,15,10.1396,10.25,9.87,2000
6/27/2000,50,2,3,4,15,10.2279,10.25,9.87,2000
6/27/2000,50,2,3,4,15,10.1737,10.25,9.87,2000
6/27/2000,50,3,1,4,15,10.1396,10.25,9.87,2000
6/27/2000,50,3,1,4,15,10.2279,10.25,9.87,2000
6/27/2000,50,3,1,4,15,10.1737,10.25,9.87,2000
6/27/2000,50,3,2,4,15,10.1754,10.25,9.87,2000
6/27/2000,50,3,2,4,15,10.1396,10.25,9.87,2000
6/27/2000,50,3,2,4,15,10.2279,10.25,9.87,2000
6/27/2000,50,3,2,4,15,10.1737,10.25,9.87,2000
6/27/2000,50,3,3,4,15,10.1754,10.25,9.87,2000
6/27/2000,50,3,3,4,15,10.1396,10.25,9.87,2000
6/27/2000,50,2,2,4,15,10.1737,10.25,9.87,2000
6/27/2000,50,1,1,4,15,10.1737,10.25,9.87,2000
6/27/2000,50,1,1,4,15,10.2476,10.25,9.87,2000
6/27/2000,50,1,1,4,15,10.1495,10.25,9.87,2000
6/29/2000,50,3,3,27,3,8.7242,9.09,9.37,2000
6/27/2000,40,1,1,4,15,10.175,10.25,9.87,2000
6/27/2000,40,1,1,4,15,10.18,10.25,9.87,2000
6/27/2000,40,1,1,4,15,10.1735,10.25,9.87,2000
6/27/2000,40,1,2,4,15,10.1751,10.25,9.87,2000
6/27/2000,40,1,2,4,15,10.18,10.25,9.87,2000
6/27/2000,40,1,2,4,15,10.1735,10.25,9.87,2000
6/27/2000,40,1,3,4,15,10.1751,10.25,9.87,2000
6/27/2000,40,1,3,4,15,10.18,10.25,9.87,2000
6/27/2000,40,1,3,4,15,10.1735,10.25,9.87,2000
6/27/2000,40,2,1,4,15,10.1747,10.25,9.87,2000
6/27/2000,40,2,1,4,15,10.1798,10.25,9.87,2000
6/27/2000,40,2,1,4,15,10.1734,10.25,9.87,2000
6/27/2000,40,2,2,4,15,10.1749,10.25,9.87,2000
6/27/2000,40,2,2,4,15,10.1798,10.25,9.87,2000
6/27/2000,40,2,2,4,15,10.1734,10.25,9.87,2000
6/27/2000,40,2,3,4,15,10.1749,10.25,9.87,2000
6/27/2000,40,2,3,4,15,10.1798,10.25,9.87,2000
6/27/2000,40,2,3,4,15,10.1734,10.25,9.87,2000
6/27/2000,40,3,1,4,15,10.1747,10.25,9.87,2000
6/27/2000,40,3,1,4,15,10.1798,10.25,9.87,2000
6/27/2000,40,3,1,4,15,10.1734,10.25,9.87,2000
6/27/2000,40,3,2,4,15,10.1749,10.25,9.87,2000
6/27/2000,40,3,2,4,15,10.1798,10.25,9.87,2000
6/27/2000,40,3,2,4,15,10.1734,10.25,9.87,2000
6/27/2000,40,3,3,4,15,10.1749,10.25,9.87,2000
6/27/2000,40,3,3,4,15,10.1798,10.25,9.87,2000
6/27/2000,40,3,3,4,15,10.1734,10.25,9.87,2000
6/27/2000,50,1,1,4,15,10.1754,10.25,9.87,2000
6/27/2000,50,3,3,4,15,10.2279,10.25,9.87,2000
6/27/2000,50,1,2,4,15,10.1737,10.1,9.87,2000
6/27/2000,50,3,3,4,15,10.1737,10.25,9.87,2000
6/27/2000,80,1,1,5,15,10.1103,10.25,9.87,2000
6/27/2000,40,2,2,4,15,10.1734,10.1,9.87,2000
6/27/2000,40,2,3,4,15,9.7851,10.1,9.87,2000
6/27/2000,40,2,3,4,15,10.1749,10.1,9.87,2000
6/27/2000,40,2,3,4,15,9.7884,10.1,9.87,2000
6/27/2000,40,2,3,4,15,10.1798,10.1,9.87,2000
6/27/2000,40,2,3,4,15,10.1734,10.1,9.87,2000
6/27/2000,40,3,1,4,15,9.9147,10.1,9.87,2000
6/27/2000,40,3,1,4,15,10.1747,10.1,9.87,2000
6/27/2000,40,3,1,4,15,9.7884,10.1,9.87,2000
6/27/2000,40,3,1,4,15,10.1798,10.1,9.87,2000
6/27/2000,40,3,1,4,15,10.1734,10.1,9.87,2000
6/27/2000,40,3,2,4,15,9.7851,10.1,9.87,2000
6/27/2000,40,3,2,4,15,10.1749,10.1,9.87,2000
6/27/2000,40,2,2,4,15,10.1798,10.1,9.87,2000
6/27/2000,40,3,2,4,15,9.7884,10.1,9.87,2000
6/27/2000,40,3,2,4,15,10.1734,10.1,9.87,2000
6/27/2000,40,3,3,4,15,9.7851,10.1,9.87,2000
6/27/2000,40,3,3,4,15,10.1749,10.1,9.87,2000
6/27/2000,40,3,3,4,15,9.7884,10.1,9.87,2000
6/27/2000,40,3,3,4,15,10.1798,10.1,9.87,2000
6/27/2000,40,3,3,4,15,10.1734,10.1,9.87,2000
6/27/2000,50,1,1,4,15,9.9348,10.1,9.87,2000
6/27/2000,50,1,1,4,15,10.1754,10.1,9.87,2000
6/27/2000,50,1,1,4,15,10.1495,10.1,9.87,2000
6/27/2000,50,1,1,4,15,10.2476,10.1,9.87,2000
6/27/2000,50,1,1,4,15,10.1737,10.1,9.87,2000
6/27/2000,50,1,2,4,15,10.1755,10.1,9.87,2000
6/27/2000,50,1,2,4,15,10.1495,10.1,9.87,2000
6/27/2000,40,3,2,4,15,10.1798,10.1,9.87,2000
6/27/2000,40,2,2,4,15,9.7884,10.1,9.87,2000
6/27/2000,40,2,2,4,15,10.1749,10.1,9.87,2000
6/27/2000,40,2,2,4,15,9.7851,10.1,9.87,2000
6/27/2000,80,1,1,5,15,10.204,10.25,9.87,2000
6/27/2000,80,1,1,5,15,10.1737,10.25,9.87,2000
6/27/2000,80,2,1,5,15,10.1761,10.25,9.87,2000
6/27/2000,80,2,1,5,15,10.1082,10.25,9.87,2000
6/27/2000,80,2,1,5,15,10.203,10.25,9.87,2000
6/27/2000,80,2,1,5,15,10.1737,10.25,9.87,2000
6/27/2000,80,3,1,5,15,10.176,10.25,9.87,2000
6/27/2000,80,3,1,5,15,10.1952,10.25,9.87,2000
6/27/2000,80,3,1,5,15,10.1737,10.25,9.87,2000
6/27/2000,40,1,1,4,15,9.9206,10.1,9.87,2000
6/27/2000,40,1,1,4,15,10.175,10.1,9.87,2000
6/27/2000,40,1,1,4,15,9.797,10.1,9.87,2000
6/27/2000,40,1,1,4,15,10.18,10.1,9.87,2000
6/27/2000,40,1,1,4,15,10.1735,10.1,9.87,2000
6/27/2000,40,1,2,4,15,9.7721,10.1,9.87,2000
6/27/2000,40,1,2,4,15,10.1751,10.1,9.87,2000
6/27/2000,40,1,2,4,15,9.797,10.1,9.87,2000
6/27/2000,40,1,2,4,15,10.18,10.1,9.87,2000
6/27/2000,40,1,2,4,15,10.1735,10.1,9.87,2000
6/27/2000,40,1,3,4,15,9.7721,10.1,9.87,2000
6/27/2000,40,1,3,4,15,10.1751,10.1,9.87,2000
6/27/2000,40,1,3,4,15,9.797,10.1,9.87,2000
6/27/2000,40,1,3,4,15,10.18,10.1,9.87,2000
6/27/2000,40,1,3,4,15,10.1735,10.1,9.87,2000
6/27/2000,40,2,1,4,15,9.9147,10.1,9.87,2000
6/27/2000,40,2,1,4,15,10.1747,10.1,9.87,2000
6/27/2000,40,2,1,4,15,9.7884,10.1,9.87,2000
6/27/2000,40,2,1,4,15,10.1798,10.1,9.87,2000
6/27/2000,40,2,1,4,15,10.1734,10.1,9.87,2000
6/27/2000,80,1,1,5,15,10.1761,10.25,9.87,2000
6/28/2000,80,1,3,5,15,9.4966,10.1,9.65,2000
6/27/2000,50,3,1,4,15,10.1753,10.25,9.87,2000
6/28/2000,80,2,1,5,15,10.0978,10.1,9.65,2000
6/28/2000,50,1,2,6,25,9.7898,9.52,9.65,2000
6/28/2000,50,1,2,6,25,9.8589,9.52,9.65,2000
6/28/2000,50,1,2,6,25,9.3882,9.52,9.65,2000
6/28/2000,50,1,2,6,25,9.8524,9.52,9.65,2000
6/28/2000,50,1,2,6,25,9.1901,9.52,9.65,2000
6/28/2000,50,1,2,6,25,9.2304,9.52,9.65,2000
6/28/2000,50,1,1,6,25,9.7434,9.52,9.65,2000
6/28/2000,50,1,1,6,25,9.8099,9.52,9.65,2000
6/28/2000,50,1,1,6,25,9.8524,9.52,9.65,2000
6/28/2000,50,1,1,6,25,9.1901,9.52,9.65,2000
6/28/2000,50,1,1,6,25,9.2316,9.52,9.65,2000
6/28/2000,40,3,3,6,25,9.7835,9.52,9.65,2000
6/28/2000,40,3,3,6,25,9.9001,9.52,9.65,2000
6/28/2000,40,3,3,6,25,9.7096,9.52,9.65,2000
6/28/2000,40,3,3,6,25,9.83,9.52,9.65,2000
6/28/2000,40,3,3,6,25,9.3705,9.52,9.65,2000
6/28/2000,40,3,2,6,25,9.7835,9.52,9.65,2000
6/28/2000,40,3,2,6,25,9.9001,9.52,9.65,2000
6/28/2000,40,3,2,6,25,9.7096,9.52,9.65,2000
6/28/2000,50,1,3,6,25,9.2304,9.52,9.65,2000
6/28/2000,50,1,3,6,25,9.1901,9.52,9.65,2000
6/28/2000,50,1,3,6,25,9.8524,9.52,9.65,2000
6/28/2000,50,1,3,6,25,9.3882,9.52,9.65,2000
6/28/2000,50,3,1,6,25,9.2316,9.52,9.65,2000
6/28/2000,50,2,3,6,25,9.79,9.52,9.65,2000
6/28/2000,50,2,3,6,25,9.8591,9.52,9.65,2000
6/28/2000,50,2,3,6,25,9.3765,9.52,9.65,2000
6/28/2000,50,2,3,6,25,9.8525,9.52,9.65,2000
6/28/2000,50,2,3,6,25,9.187,9.52,9.65,2000
6/28/2000,50,2,3,6,25,9.2296,9.52,9.65,2000
6/28/2000,50,2,2,6,25,9.79,9.52,9.65,2000
6/29/2000,50,2,3,27,3,8.7242,9.09,9.37,2000
6/28/2000,40,3,2,6,25,9.83,9.52,9.65,2000
6/28/2000,50,2,2,6,25,9.3765,9.52,9.65,2000
6/28/2000,50,2,2,6,25,9.187,9.52,9.65,2000
6/28/2000,50,2,2,6,25,9.2296,9.52,9.65,2000
6/28/2000,50,2,1,6,25,9.7426,9.52,9.65,2000
6/28/2000,50,2,1,6,25,9.8059,9.52,9.65,2000
6/28/2000,50,2,1,6,25,9.8525,9.52,9.65,2000
6/28/2000,50,2,1,6,25,9.187,9.52,9.65,2000
6/28/2000,50,2,1,6,25,9.2309,9.52,9.65,2000
6/28/2000,50,1,3,6,25,9.7898,9.52,9.65,2000
6/28/2000,50,1,3,6,25,9.8589,9.52,9.65,2000
6/28/2000,50,2,2,6,25,9.8525,9.52,9.65,2000
6/28/2000,50,3,1,6,25,9.1901,9.52,9.65,2000
6/28/2000,40,3,2,6,25,9.3705,9.52,9.65,2000
6/28/2000,40,3,1,6,25,9.8172,9.52,9.65,2000
6/28/2000,40,1,2,6,25,9.8309,9.52,9.65,2000
6/28/2000,40,1,2,6,25,9.3714,9.52,9.65,2000
6/28/2000,40,1,1,6,25,9.767,9.52,9.65,2000
6/28/2000,40,1,1,6,25,9.8179,9.52,9.65,2000
6/28/2000,40,1,1,6,25,9.8309,9.52,9.65,2000
6/28/2000,40,1,1,6,25,9.3714,9.52,9.65,2000
6/27/2000,50,3,3,6,25,9.3947,9.52,9.87,2000
6/27/2000,50,3,2,6,25,9.3947,9.52,9.87,2000
6/27/2000,50,3,1,6,25,9.9302,9.52,9.87,2000
6/27/2000,50,3,1,6,25,9.0554,9.52,9.87,2000
6/27/2000,50,2,3,6,25,9.3947,9.52,9.87,2000
6/27/2000,50,2,2,6,25,9.3947,9.52,9.87,2000
6/27/2000,50,2,1,6,25,9.9302,9.52,9.87,2000
6/27/2000,50,2,1,6,25,9.0554,9.52,9.87,2000
6/27/2000,50,1,3,6,25,9.399,9.52,9.87,2000
6/27/2000,50,1,2,6,25,9.399,9.52,9.87,2000
6/27/2000,50,1,1,6,25,9.9348,9.52,9.87,2000
6/27/2000,50,1,1,6,25,9.0526,9.52,9.87,2000
6/27/2000,40,3,3,6,25,9.7884,9.52,9.87,2000
6/28/2000,40,1,2,6,25,9.713,9.52,9.65,2000
6/28/2000,40,1,2,6,25,9.9004,9.52,9.65,2000
6/28/2000,40,1,2,6,25,9.7833,9.52,9.65,2000
6/28/2000,40,1,3,6,25,9.3714,9.52,9.65,2000
6/28/2000,40,3,1,6,25,9.83,9.52,9.65,2000
6/28/2000,40,3,1,6,25,9.3705,9.52,9.65,2000
6/28/2000,40,2,3,6,25,9.7845,9.52,9.65,2000
6/28/2000,40,2,3,6,25,9.8984,9.52,9.65,2000
6/28/2000,40,2,3,6,25,9.6876,9.52,9.65,2000
6/28/2000,40,2,3,6,25,9.8233,9.52,9.65,2000
6/28/2000,40,2,3,6,25,9.3649,9.52,9.65,2000
6/28/2000,40,2,2,6,25,9.7845,9.52,9.65,2000
6/28/2000,40,2,2,6,25,9.8984,9.52,9.65,2000
6/28/2000,40,3,1,6,25,9.7664,9.52,9.65,2000
6/28/2000,40,2,2,6,25,9.6876,9.52,9.65,2000
6/28/2000,40,2,2,6,25,9.3649,9.52,9.65,2000
6/28/2000,40,2,1,6,25,9.7628,9.52,9.65,2000
6/28/2000,40,2,1,6,25,9.812,9.52,9.65,2000
6/28/2000,40,2,1,6,25,9.8233,9.52,9.65,2000
6/28/2000,40,2,1,6,25,9.3649,9.52,9.65,2000
6/28/2000,40,1,3,6,25,9.7833,9.52,9.65,2000
6/28/2000,40,1,3,6,25,9.9004,9.52,9.65,2000
6/28/2000,40,1,3,6,25,9.713,9.52,9.65,2000
6/28/2000,40,1,3,6,25,9.8309,9.52,9.65,2000
6/28/2000,40,2,2,6,25,9.8233,9.52,9.65,2000
6/27/2000,40,3,3,6,25,9.7851,9.52,9.87,2000
6/28/2000,50,3,1,6,25,9.8524,9.52,9.65,2000
6/28/2000,50,3,1,6,25,9.7434,9.52,9.65,2000
6/29/2000,40,3,1,19,3,8.7096,9.09,9.37,2000
6/29/2000,40,2,3,19,3,8.6313,9.09,9.37,2000
6/29/2000,40,2,3,19,3,8.6381,9.09,9.37,2000
6/29/2000,40,2,3,19,3,8.6733,9.09,9.37,2000
6/29/2000,40,2,2,19,3,8.6313,9.09,9.37,2000
6/29/2000,40,2,2,19,3,8.6381,9.09,9.37,2000
6/29/2000,40,2,2,19,3,8.6733,9.09,9.37,2000
6/29/2000,40,2,1,19,3,8.6313,9.09,9.37,2000
6/29/2000,40,2,1,19,3,8.6369,9.09,9.37,2000
6/29/2000,40,2,1,19,3,8.7096,9.09,9.37,2000
6/29/2000,40,1,3,19,3,8.6308,9.09,9.37,2000
6/29/2000,40,1,3,19,3,8.6366,9.09,9.37,2000
6/29/2000,40,1,3,19,3,8.6726,9.09,9.37,2000
6/29/2000,40,1,2,19,3,8.6308,9.09,9.37,2000
6/29/2000,40,1,2,19,3,8.6366,9.09,9.37,2000
6/29/2000,40,1,2,19,3,8.6726,9.09,9.37,2000
6/29/2000,40,1,1,19,3,8.6308,9.09,9.37,2000
6/29/2000,40,1,1,19,3,8.6356,9.09,9.37,2000
6/29/2000,40,1,1,19,3,8.7092,9.09,9.37,2000
6/29/2000,40,3,1,19,3,8.6369,9.09,9.37,2000
6/29/2000,40,3,1,19,3,8.6313,9.09,9.37,2000
6/29/2000,40,3,2,19,3,8.6733,9.09,9.37,2000
6/29/2000,40,3,2,19,3,8.6381,9.09,9.37,2000
6/29/2000,50,2,3,27,3,8.7339,9.09,9.37,2000
6/29/2000,50,2,2,27,3,8.67,9.09,9.37,2000
6/29/2000,50,2,2,27,3,8.7242,9.09,9.37,2000
6/29/2000,50,2,2,27,3,8.7339,9.09,9.37,2000
6/29/2000,50,2,1,27,3,8.67,9.09,9.37,2000
6/29/2000,50,2,1,27,3,8.7147,9.09,9.37,2000
6/29/2000,50,2,1,27,3,8.744,9.09,9.37,2000
6/29/2000,50,1,3,27,3,8.6699,9.09,9.37,2000
6/29/2000,50,1,3,27,3,8.7242,9.09,9.37,2000
6/29/2000,50,3,3,27,3,8.7339,9.09,9.37,2000
6/29/2000,50,1,3,27,3,8.7339,9.09,9.37,2000
6/29/2000,50,1,2,27,3,8.7242,9.09,9.37,2000
6/29/2000,50,1,2,27,3,8.7339,9.09,9.37,2000
6/29/2000,50,1,1,27,3,8.6699,9.09,9.37,2000
6/29/2000,50,1,1,27,3,8.7147,9.09,9.37,2000
6/29/2000,50,1,1,27,3,8.744,9.09,9.37,2000
6/29/2000,40,3,3,19,3,8.6313,9.09,9.37,2000
6/29/2000,40,3,3,19,3,8.6381,9.09,9.37,2000
6/29/2000,40,3,3,19,3,8.6733,9.09,9.37,2000
6/29/2000,40,3,2,19,3,8.6313,9.09,9.37,2000
6/29/2000,50,1,2,27,3,8.6699,9.09,9.37,2000
6/28/2000,50,3,1,6,25,9.8099,9.52,9.65,2000
6/29/2000,80,3,1,31,3,8.6673,9.12,9.37,2000
6/29/2000,80,2,1,31,3,8.6673,9.12,9.37,2000
6/28/2000,80,1,3,17,2,9.4966,9.16,9.65,2000
6/28/2000,80,1,3,17,2,9.747,9.16,9.65,2000
6/28/2000,80,1,2,17,2,9.4966,9.16,9.65,2000
6/28/2000,80,1,2,17,2,9.747,9.16,9.65,2000
6/28/2000,80,1,1,17,2,9.6898,9.16,9.65,2000
6/28/2000,80,1,1,17,2,10.0984,9.16,9.65,2000
6/28/2000,80,1,1,17,2,9.747,9.16,9.65,2000
6/28/2000,50,3,3,6,25,9.7898,9.52,9.65,2000
6/28/2000,50,3,3,6,25,9.8589,9.52,9.65,2000
6/28/2000,50,3,3,6,25,9.3882,9.52,9.65,2000
6/28/2000,50,3,3,6,25,9.8524,9.52,9.65,2000
6/28/2000,50,3,3,6,25,9.1901,9.52,9.65,2000
6/28/2000,50,3,3,6,25,9.2304,9.52,9.65,2000
6/28/2000,50,3,2,6,25,9.7898,9.52,9.65,2000
6/28/2000,50,3,2,6,25,9.8589,9.52,9.65,2000
6/28/2000,50,3,2,6,25,9.3882,9.52,9.65,2000
6/28/2000,50,3,2,6,25,9.8524,9.52,9.65,2000
6/28/2000,50,3,2,6,25,9.1901,9.52,9.65,2000
6/28/2000,50,3,2,6,25,9.2304,9.52,9.65,2000
6/28/2000,80,2,1,17,2,9.747,9.16,9.65,2000
6/28/2000,80,2,1,17,2,10.0978,9.16,9.65,2000
